Transaction_ID,Date,Time,Sender_Bank,Receiver_Bank,UPI_App,Transaction_Type,Amount_INR,Status,Failure_Reason,City,Device_Type,Response_Time_ms,Is_Weekend
UPI100003582,2025-08-12,19:52:00,Kotak Mahindra,IDBI Bank,Mobikwik,Fund Transfer,463.56,Pending,NA,Amritsar,Android,517,False
UPI100003583,2025-07-18,07:08:53,HDFC,IDBI Bank,Mobikwik,Bill Payment,583.65,Success,NA,Hyderabad,Android,877,False
UPI100003584,2025-10-08,14:58:54,Bank of Baroda,Canara Bank,Amazon Pay,Merchant Payment,2505.0,Success,NA,Chandigarh,iOS,74,False
UPI100003585,2025-04-05,02:05:57,Yes Bank,Bank of Baroda,WhatsApp Pay,Fund Transfer,1248.38,Success,NA,Delhi,Android,214,True
UPI100003586,2025-12-07,23:33:21,Bank of Baroda,Canara Bank,PhonePe,Bill Payment,1999.08,Success,NA,Amritsar,iOS,957,True
UPI100003587,2025-04-01,19:10:05,Canara Bank,HDFC,Google Pay,P2P,5134.9,Failed,Daily Limit Exceeded,Ludhiana,Android,359,False
UPI100003588,2025-11-06,01:57:54,IDBI Bank,Canara Bank,WhatsApp Pay,P2P,942.24,Pending,NA,Patiala,iOS,1171,False
UPI100003589,2025-10-31,18:04:26,ICICI,Kotak Mahindra,PhonePe,P2M,371.67,Success,NA,Jaipur,iOS,1135,False
UPI100003590,2025-04-29,23:55:23,IndusInd Bank,Axis Bank,Google Pay,Bill Payment,3517.32,Reversed,NPCI Switch Error,Hyderabad,Android,2443,False
UPI100003591,2025-07-09,14:22:10,Punjab National Bank,ICICI,Amazon Pay,P2M,525.65,Failed,Beneficiary Bank Unavailable,Kolkata,iOS,213,False
UPI100003592,2025-08-30,17:23:45,IDBI Bank,ICICI,CRED,P2P,1713.75,Failed,Beneficiary Bank Unavailable,Patiala,Android,390,True
UPI100003593,2025-06-13,01:10:01,Canara Bank,Punjab National Bank,Google Pay,Fund Transfer,837.05,Success,NA,Jalandhar,iOS,108,False
UPI100003594,2025-11-07,10:06:36,Punjab National Bank,Yes Bank,Amazon Pay,P2P,314.25,Failed,Invalid VPA,Pune,iOS,617,False
UPI100003595,2025-01-04,06:42:06,IDBI Bank,Bank of Baroda,Paytm,P2M,2169.55,Pending,NA,Kolkata,iOS,193,True
UPI100003596,2025-09-21,06:17:12,SBI,ICICI,PhonePe,Bill Payment,1863.82,Success,NA,Ahmedabad,iOS,469,True
UPI100003597,2025-07-16,00:49:02,SBI,Kotak Mahindra,WhatsApp Pay,Merchant Payment,873.24,Failed,Network Timeout,Patiala,Android,817,False
UPI100003598,2025-08-13,08:07:49,SBI,IDBI Bank,CRED,Recharge,2776.16,Failed,Duplicate Transaction,Mumbai,Android,3089,False
UPI100003599,2025-04-07,12:07:57,IndusInd Bank,Canara Bank,BHIM,Recharge,773.16,Reversed,Duplicate Transaction,Ludhiana,Android,172,False
UPI100003600,2025-10-09,13:50:13,HDFC,SBI,Google Pay,Merchant Payment,5199.27,Failed,Invalid VPA,Patiala,Android,417,False
UPI100003601,2025-12-20,11:41:17,Kotak Mahindra,ICICI,Paytm,Recharge,129.91,Success,NA,Jalandhar,iOS,907,True
UPI100003602,2025-07-26,16:26:15,Union Bank,IndusInd Bank,Paytm,Merchant Payment,1393.21,Failed,Incorrect UPI PIN,Bengaluru,iOS,519,True
UPI100003603,2025-02-25,23:42:45,Axis Bank,Yes Bank,CRED,P2P,1578.07,Failed,Duplicate Transaction,Kolkata,iOS,1127,False
UPI100003604,2025-07-09,01:34:07,Bank of Baroda,Union Bank,WhatsApp Pay,Bill Payment,3338.36,Success,NA,Amritsar,iOS,791,False
UPI100003605,2025-09-11,21:46:22,Canara Bank,HDFC,Amazon Pay,Merchant Payment,1087.54,Success,NA,Jalandhar,iOS,444,False
UPI100003606,2025-05-21,04:14:55,IDBI Bank,Punjab National Bank,PhonePe,P2P,2717.36,Success,NA,Ahmedabad,iOS,1451,False
UPI100003607,2025-03-11,03:04:28,IndusInd Bank,SBI,PhonePe,Merchant Payment,4116.27,Success,NA,Chandigarh,iOS,360,False
UPI100003608,2025-03-08,23:54:05,Union Bank,Kotak Mahindra,WhatsApp Pay,Bill Payment,43.16,Pending,NA,Ahmedabad,Android,843,True
UPI100003609,2025-01-08,16:16:22,ICICI,Canara Bank,Mobikwik,Merchant Payment,556.57,Success,NA,Mumbai,Android,2768,False
UPI100003610,2025-08-18,08:49:17,IDBI Bank,Axis Bank,WhatsApp Pay,Fund Transfer,451.25,Reversed,NPCI Switch Error,Jalandhar,Android,2181,False
UPI100003611,2025-09-22,12:01:01,Union Bank,Yes Bank,Paytm,P2P,2923.93,Success,NA,Mumbai,iOS,842,False
UPI100003612,2025-08-07,18:54:56,Kotak Mahindra,IndusInd Bank,CRED,P2P,885.18,Reversed,Bank Server Down,Mumbai,Android,301,False
UPI100003613,2025-08-24,05:11:14,Bank of Baroda,Punjab National Bank,Amazon Pay,Recharge,456.39,Success,NA,Bengaluru,Android,2720,True
UPI100003614,2025-07-24,06:48:44,Axis Bank,Axis Bank,Amazon Pay,Merchant Payment,2629.3,Success,NA,Ahmedabad,iOS,339,False
UPI100003615,2025-05-03,03:53:50,Bank of Baroda,SBI,Google Pay,Fund Transfer,1913.13,Success,NA,Pune,iOS,70,True
UPI100003616,2025-03-12,03:48:53,Canara Bank,HDFC,Google Pay,P2P,4545.77,Success,NA,Jaipur,Android,956,False
UPI100003617,2025-01-31,13:53:19,SBI,Punjab National Bank,Google Pay,Bill Payment,298.76,Success,NA,Delhi,Android,2892,False
UPI100003618,2025-07-09,11:08:29,Kotak Mahindra,HDFC,CRED,Bill Payment,3265.96,Success,NA,Amritsar,iOS,1337,False
UPI100003619,2025-06-20,04:29:29,Canara Bank,Punjab National Bank,Paytm,Recharge,277.07,Success,NA,Mumbai,iOS,2021,False
UPI100003620,2025-04-30,05:46:40,Yes Bank,Union Bank,PhonePe,Bill Payment,6955.17,Success,NA,Ludhiana,Android,93,False
UPI100003621,2025-10-06,01:38:37,Kotak Mahindra,Bank of Baroda,CRED,Fund Transfer,1783.55,Failed,Incorrect UPI PIN,Kolkata,iOS,168,False
UPI100003622,2025-07-26,08:55:04,Axis Bank,HDFC,WhatsApp Pay,Fund Transfer,2278.73,Pending,NA,Ludhiana,Android,339,True
UPI100003623,2025-11-09,07:34:14,Punjab National Bank,Kotak Mahindra,Google Pay,Recharge,3880.59,Success,NA,Mumbai,iOS,611,True
UPI100003624,2025-05-04,08:53:55,IDBI Bank,SBI,Mobikwik,Merchant Payment,3500.93,Failed,Account Blocked/Frozen,Jalandhar,iOS,1634,True
UPI100003625,2025-03-25,19:47:20,Canara Bank,HDFC,CRED,Merchant Payment,83.9,Pending,NA,Delhi,Android,347,False
UPI100003626,2025-11-10,05:45:06,Punjab National Bank,Axis Bank,Mobikwik,P2M,413.47,Failed,Network Timeout,Ahmedabad,iOS,198,False
UPI100003627,2025-04-09,23:14:49,Punjab National Bank,Kotak Mahindra,Google Pay,P2P,1058.81,Failed,Account Blocked/Frozen,Amritsar,Android,449,False
UPI100003628,2025-04-18,00:03:40,SBI,IndusInd Bank,WhatsApp Pay,Merchant Payment,3622.09,Success,NA,Hyderabad,Android,1325,False
UPI100003629,2025-02-17,00:30:39,ICICI,IDBI Bank,Mobikwik,Merchant Payment,1663.33,Pending,NA,Bengaluru,Android,2302,False
UPI100003630,2025-05-29,18:18:33,ICICI,HDFC,PhonePe,P2M,3524.0,Pending,NA,Mumbai,iOS,212,False
UPI100003631,2025-05-13,05:06:12,IndusInd Bank,Yes Bank,Google Pay,P2M,545.78,Success,NA,Ludhiana,iOS,643,False
UPI100003632,2025-09-25,22:42:13,Axis Bank,ICICI,Mobikwik,Recharge,2958.2,Failed,Invalid VPA,Ludhiana,iOS,285,False
UPI100003633,2025-06-29,23:41:51,Punjab National Bank,IndusInd Bank,CRED,Bill Payment,4589.39,Failed,Invalid VPA,Lucknow,iOS,537,True
UPI100003634,2025-07-10,03:06:53,HDFC,Kotak Mahindra,Paytm,Merchant Payment,1441.03,Success,NA,Delhi,iOS,341,False
UPI100003635,2025-01-20,11:37:57,Yes Bank,IDBI Bank,BHIM,Bill Payment,2401.03,Failed,Duplicate Transaction,Delhi,Android,119,False
UPI100003636,2025-03-30,09:36:14,Bank of Baroda,Axis Bank,BHIM,P2M,685.97,Failed,Incorrect UPI PIN,Amritsar,Android,881,True
UPI100003637,2025-09-02,15:26:51,IndusInd Bank,Union Bank,WhatsApp Pay,Merchant Payment,2418.45,Success,NA,Lucknow,iOS,827,False
UPI100003638,2025-01-29,10:33:42,SBI,Yes Bank,BHIM,Recharge,286.91,Success,NA,Delhi,iOS,200,False
UPI100003639,2025-07-03,14:38:47,SBI,Kotak Mahindra,Google Pay,P2P,2599.1,Failed,Network Timeout,Mumbai,Android,68,False
UPI100003640,2025-02-02,12:53:38,Union Bank,Axis Bank,CRED,Merchant Payment,1504.9,Failed,Bank Server Down,Amritsar,iOS,88,True
UPI100003641,2025-07-19,16:28:39,Canara Bank,Bank of Baroda,CRED,P2M,1175.48,Failed,Transaction Timeout,Mumbai,iOS,653,True
UPI100003642,2025-06-16,10:45:15,HDFC,Union Bank,BHIM,P2P,5274.83,Reversed,NPCI Switch Error,Chandigarh,Android,322,False
UPI100003643,2025-10-10,12:56:58,ICICI,IDBI Bank,CRED,P2P,403.45,Failed,NPCI Switch Error,Ahmedabad,Android,801,False
UPI100003644,2025-10-06,20:06:39,Kotak Mahindra,Union Bank,Google Pay,Recharge,2688.97,Failed,Bank Server Down,Hyderabad,iOS,316,False
UPI100003645,2025-06-11,21:34:00,Canara Bank,Axis Bank,Paytm,P2M,3089.78,Success,NA,Chandigarh,iOS,352,False
UPI100003646,2025-06-08,16:08:18,IDBI Bank,Union Bank,Google Pay,Fund Transfer,1172.19,Success,NA,Delhi,iOS,370,True
UPI100003647,2025-09-29,17:53:37,Kotak Mahindra,SBI,CRED,P2P,257.8,Success,NA,Mumbai,iOS,184,False
UPI100003648,2025-11-20,18:18:24,Kotak Mahindra,Yes Bank,BHIM,P2M,3731.6,Pending,NA,Bengaluru,Android,478,False
UPI100003649,2025-08-13,23:54:50,Kotak Mahindra,Kotak Mahindra,Mobikwik,Merchant Payment,383.29,Failed,Daily Limit Exceeded,Kolkata,Android,326,False
UPI100003650,2025-02-10,07:47:35,IndusInd Bank,Yes Bank,WhatsApp Pay,Recharge,905.72,Reversed,Bank Server Down,Lucknow,Android,821,False
UPI100003651,2025-09-14,03:37:08,Kotak Mahindra,Yes Bank,WhatsApp Pay,Fund Transfer,7479.12,Failed,Daily Limit Exceeded,Bengaluru,iOS,55,True
UPI100003652,2025-02-02,12:57:15,Union Bank,HDFC,PhonePe,P2M,564.92,Reversed,Bank Server Down,Hyderabad,iOS,894,True
UPI100003653,2025-03-29,11:17:09,Yes Bank,HDFC,Paytm,P2M,931.55,Success,NA,Ahmedabad,Android,1818,True
UPI100003654,2025-09-24,04:10:29,ICICI,IndusInd Bank,WhatsApp Pay,P2M,668.79,Success,NA,Patiala,iOS,980,False
UPI100003655,2025-08-25,05:27:51,SBI,Bank of Baroda,WhatsApp Pay,P2M,7193.76,Success,NA,Jalandhar,iOS,1428,False
UPI100003656,2025-04-12,14:41:40,IndusInd Bank,Yes Bank,Paytm,P2M,1168.72,Failed,Network Timeout,Patiala,Android,1191,True
UPI100003657,2025-05-28,23:01:06,Yes Bank,IndusInd Bank,Google Pay,P2M,1911.63,Failed,Insufficient Balance,Ludhiana,Android,282,False
UPI100003658,2025-01-17,18:14:21,SBI,ICICI,Paytm,Fund Transfer,511.79,Failed,Insufficient Balance,Mumbai,iOS,237,False
UPI100003659,2025-02-27,21:11:45,Axis Bank,Punjab National Bank,Mobikwik,Fund Transfer,1459.24,Success,NA,Jaipur,Android,762,False
UPI100003660,2025-02-24,04:58:48,IndusInd Bank,HDFC,Amazon Pay,Bill Payment,701.46,Failed,Bank Server Down,Ahmedabad,Android,783,False
UPI100003661,2025-09-26,23:03:36,IndusInd Bank,Punjab National Bank,Google Pay,Recharge,56.77,Success,NA,Pune,iOS,150,False
UPI100003662,2025-07-16,02:17:03,SBI,IDBI Bank,CRED,Bill Payment,2419.22,Failed,Incorrect UPI PIN,Ahmedabad,iOS,1014,False
UPI100003663,2025-10-04,02:03:05,Yes Bank,Canara Bank,Paytm,P2P,1701.63,Success,NA,Mumbai,Android,2981,True
UPI100003664,2025-04-05,04:34:08,Yes Bank,ICICI,BHIM,P2M,198.41,Success,NA,Kolkata,iOS,2087,True
UPI100003665,2025-11-03,07:24:56,IDBI Bank,Bank of Baroda,Mobikwik,Recharge,2672.46,Success,NA,Hyderabad,Android,400,False
UPI100003666,2025-07-06,09:58:16,ICICI,Union Bank,WhatsApp Pay,P2M,1215.2,Failed,Incorrect UPI PIN,Bengaluru,iOS,392,True
UPI100003667,2025-07-19,08:21:26,ICICI,SBI,WhatsApp Pay,P2M,701.76,Failed,Daily Limit Exceeded,Jalandhar,Android,1162,True
UPI100003668,2025-04-28,06:51:28,Bank of Baroda,Axis Bank,Google Pay,P2P,3764.71,Success,NA,Pune,Android,362,False
UPI100003669,2025-08-18,17:00:24,IndusInd Bank,Kotak Mahindra,CRED,Fund Transfer,1054.51,Failed,Account Blocked/Frozen,Jaipur,Android,769,False
UPI100003670,2025-05-14,13:04:03,Bank of Baroda,Bank of Baroda,Amazon Pay,P2P,287.07,Success,NA,Hyderabad,iOS,490,False
UPI100003671,2025-10-23,06:07:53,HDFC,ICICI,WhatsApp Pay,Fund Transfer,885.27,Success,NA,Bengaluru,iOS,1565,False
UPI100003672,2025-05-21,11:21:00,Axis Bank,IndusInd Bank,Google Pay,Merchant Payment,661.93,Failed,Beneficiary Bank Unavailable,Delhi,Android,77,False
UPI100003673,2025-10-01,00:03:47,Axis Bank,Kotak Mahindra,BHIM,Bill Payment,105.76,Failed,Insufficient Balance,Mumbai,Android,390,False
UPI100003674,2025-10-18,05:32:12,Yes Bank,Punjab National Bank,BHIM,P2M,129.99,Success,NA,Pune,Android,745,True
UPI100003675,2025-12-17,08:30:41,HDFC,Bank of Baroda,PhonePe,P2M,2576.25,Failed,Duplicate Transaction,Mumbai,iOS,90,False
UPI100003676,2025-07-21,07:32:02,IDBI Bank,Axis Bank,WhatsApp Pay,Recharge,3841.2,Success,NA,Lucknow,Android,1729,False
UPI100003677,2025-01-13,14:42:09,IDBI Bank,IndusInd Bank,WhatsApp Pay,P2P,447.04,Pending,NA,Ludhiana,iOS,2340,False
UPI100003678,2025-06-29,05:39:09,IDBI Bank,SBI,Amazon Pay,Fund Transfer,889.83,Success,NA,Ahmedabad,Android,552,True
UPI100003679,2025-11-15,05:27:58,IndusInd Bank,HDFC,Amazon Pay,Fund Transfer,346.55,Success,NA,Lucknow,Android,473,True
UPI100003680,2025-04-28,08:43:27,Axis Bank,Union Bank,Paytm,Fund Transfer,149.4,Failed,Bank Server Down,Lucknow,iOS,1831,False
UPI100003681,2025-05-25,23:14:10,Kotak Mahindra,Axis Bank,PhonePe,Fund Transfer,1382.23,Success,NA,Jalandhar,Android,1103,True
UPI100003682,2025-04-18,10:05:31,Canara Bank,Union Bank,BHIM,P2M,259.49,Failed,PSP Server Error,Hyderabad,Android,1381,False
UPI100003683,2025-01-04,18:19:08,Bank of Baroda,ICICI,Mobikwik,Bill Payment,3073.87,Success,NA,Delhi,Android,118,True
UPI100003684,2025-03-08,11:29:42,Kotak Mahindra,Canara Bank,Amazon Pay,Fund Transfer,4027.54,Success,NA,Chandigarh,iOS,1111,True
UPI100003685,2025-10-23,09:07:03,Bank of Baroda,Bank of Baroda,Mobikwik,Merchant Payment,928.56,Failed,Duplicate Transaction,Chandigarh,iOS,834,False
UPI100003686,2025-07-10,22:17:58,Kotak Mahindra,Union Bank,PhonePe,Fund Transfer,1327.16,Failed,PSP Server Error,Ludhiana,iOS,669,False
UPI100003687,2025-05-04,23:39:54,SBI,HDFC,PhonePe,Recharge,3111.68,Success,NA,Hyderabad,iOS,858,True
UPI100003688,2025-09-09,08:03:31,Canara Bank,Bank of Baroda,Mobikwik,P2P,2403.94,Success,NA,Delhi,Android,393,False
UPI100003689,2025-09-10,05:04:21,Kotak Mahindra,IDBI Bank,PhonePe,Fund Transfer,379.4,Failed,Beneficiary Bank Unavailable,Jalandhar,iOS,112,False
UPI100003690,2025-01-22,13:12:24,Yes Bank,IndusInd Bank,PhonePe,P2M,687.27,Failed,Duplicate Transaction,Lucknow,iOS,474,False
UPI100003691,2025-10-13,15:42:32,IDBI Bank,Kotak Mahindra,Paytm,P2P,151.17,Reversed,Duplicate Transaction,Mumbai,Android,280,False
UPI100003692,2025-12-29,07:33:44,SBI,Kotak Mahindra,CRED,Merchant Payment,431.18,Failed,Account Blocked/Frozen,Chandigarh,iOS,435,False
UPI100003693,2025-06-09,01:42:22,Punjab National Bank,IDBI Bank,WhatsApp Pay,Recharge,841.87,Success,NA,Amritsar,Android,109,False
UPI100003694,2025-11-15,12:08:24,Union Bank,HDFC,Amazon Pay,P2M,4130.47,Success,NA,Ahmedabad,Android,1154,True
UPI100003695,2025-08-28,06:03:54,Canara Bank,Union Bank,Paytm,Merchant Payment,2057.11,Failed,NPCI Switch Error,Jalandhar,Android,104,False
UPI100003696,2025-06-16,09:22:23,Axis Bank,IndusInd Bank,BHIM,P2P,5712.14,Pending,NA,Lucknow,iOS,704,False
UPI100003697,2025-08-04,18:17:19,Yes Bank,IDBI Bank,CRED,Merchant Payment,1685.12,Success,NA,Hyderabad,iOS,1414,False
UPI100003698,2025-02-01,07:18:46,Union Bank,ICICI,BHIM,Recharge,30.16,Success,NA,Amritsar,iOS,937,True
UPI100003699,2025-07-13,14:09:44,HDFC,Kotak Mahindra,BHIM,Fund Transfer,285.23,Success,NA,Ludhiana,iOS,680,True
UPI100003700,2025-10-18,21:02:06,Bank of Baroda,Canara Bank,CRED,Bill Payment,3773.19,Pending,NA,Ludhiana,iOS,1464,True
UPI100003701,2025-01-05,15:26:46,HDFC,Canara Bank,PhonePe,Recharge,1481.92,Reversed,Duplicate Transaction,Bengaluru,iOS,1535,True
UPI100003702,2025-05-05,20:16:21,Yes Bank,Union Bank,WhatsApp Pay,Recharge,1274.02,Success,NA,Mumbai,iOS,1221,False
UPI100003703,2025-10-23,17:53:14,Union Bank,IndusInd Bank,Paytm,Fund Transfer,4002.58,Failed,Insufficient Balance,Patiala,iOS,1195,False
UPI100003704,2025-02-14,11:38:18,ICICI,HDFC,Mobikwik,P2P,394.82,Success,NA,Lucknow,iOS,417,False
UPI100003705,2025-04-28,18:28:06,Punjab National Bank,Yes Bank,Paytm,Fund Transfer,1586.66,Success,NA,Patiala,iOS,4359,False
UPI100003706,2025-01-29,10:44:58,SBI,Axis Bank,Google Pay,Bill Payment,421.16,Failed,Invalid VPA,Amritsar,iOS,2525,False
UPI100003707,2025-08-09,23:11:41,IDBI Bank,IDBI Bank,BHIM,Recharge,2160.79,Failed,NPCI Switch Error,Mumbai,iOS,521,True
UPI100003708,2025-12-23,03:41:20,Punjab National Bank,ICICI,Google Pay,Bill Payment,305.34,Success,NA,Kolkata,iOS,384,False
UPI100003709,2025-01-02,22:33:24,Yes Bank,Union Bank,WhatsApp Pay,Recharge,1395.99,Success,NA,Amritsar,Android,176,False
UPI100003710,2025-11-10,13:59:46,Axis Bank,Bank of Baroda,CRED,P2P,1922.81,Success,NA,Jalandhar,iOS,256,False
UPI100003711,2025-07-03,14:15:54,IndusInd Bank,Union Bank,Google Pay,P2M,576.03,Reversed,Bank Server Down,Jalandhar,iOS,2408,False
UPI100003712,2025-10-13,03:48:06,Union Bank,Kotak Mahindra,BHIM,P2P,1928.42,Failed,Network Timeout,Chandigarh,Android,1380,False
UPI100003713,2025-04-10,19:17:21,ICICI,Bank of Baroda,BHIM,P2M,1952.02,Failed,Transaction Timeout,Kolkata,iOS,171,False
UPI100003714,2025-04-01,03:08:11,Union Bank,Union Bank,CRED,P2P,1412.77,Reversed,Duplicate Transaction,Jalandhar,iOS,50,False
UPI100003715,2025-09-03,17:46:11,Bank of Baroda,Canara Bank,PhonePe,Fund Transfer,937.57,Success,NA,Lucknow,Android,84,False
UPI100003716,2025-06-19,23:36:29,ICICI,ICICI,Google Pay,Fund Transfer,905.58,Success,NA,Chandigarh,Android,354,False
UPI100003717,2025-09-10,10:02:46,Canara Bank,Kotak Mahindra,Amazon Pay,P2M,494.59,Success,NA,Patiala,Android,1915,False
UPI100003718,2025-12-09,15:02:30,Canara Bank,SBI,CRED,Recharge,607.44,Failed,NPCI Switch Error,Kolkata,iOS,1662,False
UPI100003719,2025-03-11,16:04:08,Yes Bank,Kotak Mahindra,Amazon Pay,Bill Payment,980.12,Success,NA,Patiala,iOS,1302,False
UPI100003720,2025-07-28,07:19:01,Bank of Baroda,HDFC,Paytm,P2M,2702.05,Success,NA,Kolkata,iOS,1940,False
UPI100003721,2025-09-11,14:04:13,SBI,HDFC,BHIM,Recharge,345.67,Pending,NA,Patiala,iOS,689,False
UPI100003722,2025-05-14,16:26:11,Yes Bank,Union Bank,PhonePe,Bill Payment,1845.48,Success,NA,Bengaluru,iOS,3880,False
UPI100003723,2025-04-21,21:57:15,Canara Bank,ICICI,WhatsApp Pay,P2P,2101.93,Success,NA,Ludhiana,Android,542,False
UPI100003724,2025-12-04,21:25:10,Canara Bank,Yes Bank,CRED,Merchant Payment,1197.51,Reversed,Duplicate Transaction,Jalandhar,iOS,83,False
UPI100003725,2025-02-06,05:10:18,Axis Bank,Punjab National Bank,BHIM,Fund Transfer,498.56,Success,NA,Ahmedabad,iOS,1308,False
UPI100003726,2025-05-05,11:10:51,Union Bank,Yes Bank,PhonePe,P2M,64.91,Success,NA,Delhi,iOS,483,False
UPI100003727,2025-06-13,06:48:36,Bank of Baroda,Kotak Mahindra,Google Pay,Fund Transfer,1582.02,Success,NA,Mumbai,iOS,1711,False
UPI100003728,2025-11-09,05:24:09,SBI,Canara Bank,CRED,Recharge,407.81,Success,NA,Delhi,iOS,223,True
UPI100003729,2025-04-26,22:25:39,IDBI Bank,IndusInd Bank,Google Pay,Bill Payment,1964.42,Success,NA,Kolkata,iOS,269,True
UPI100003730,2025-06-08,17:26:58,HDFC,IndusInd Bank,CRED,Fund Transfer,113.28,Success,NA,Patiala,iOS,1761,True
UPI100003731,2025-11-23,13:59:45,Kotak Mahindra,Canara Bank,Mobikwik,P2M,336.52,Reversed,Bank Server Down,Bengaluru,Android,795,True
UPI100003732,2025-07-16,22:26:32,Axis Bank,Punjab National Bank,Mobikwik,Fund Transfer,711.96,Failed,Network Timeout,Hyderabad,Android,57,False
UPI100003733,2025-04-17,19:17:39,Bank of Baroda,Punjab National Bank,CRED,Merchant Payment,184.65,Success,NA,Hyderabad,Android,70,False
UPI100003734,2025-08-06,07:24:40,Canara Bank,ICICI,PhonePe,P2P,306.79,Failed,Transaction Timeout,Bengaluru,iOS,86,False
UPI100003735,2025-01-06,23:12:10,Union Bank,Union Bank,Mobikwik,Fund Transfer,3393.44,Failed,Duplicate Transaction,Kolkata,iOS,371,False
UPI100003736,2025-03-24,21:08:38,HDFC,IDBI Bank,Paytm,P2M,847.0,Success,NA,Kolkata,iOS,304,False
UPI100003737,2025-11-15,08:50:49,Union Bank,SBI,PhonePe,P2P,3855.79,Pending,NA,Mumbai,Android,1228,True
UPI100003738,2025-09-08,07:20:51,Axis Bank,Bank of Baroda,Amazon Pay,P2P,4381.76,Failed,Duplicate Transaction,Hyderabad,Android,337,False
UPI100003739,2025-08-01,20:56:31,Union Bank,Axis Bank,Amazon Pay,Recharge,4898.74,Success,NA,Delhi,Android,1013,False
UPI100003740,2025-02-21,05:08:35,Canara Bank,Union Bank,Amazon Pay,Merchant Payment,1365.17,Success,NA,Chandigarh,iOS,188,False
UPI100003741,2025-05-23,02:33:18,IDBI Bank,Punjab National Bank,PhonePe,Recharge,810.8,Success,NA,Jalandhar,Android,400,False
UPI100003742,2025-03-21,07:24:14,IndusInd Bank,IndusInd Bank,WhatsApp Pay,Bill Payment,309.46,Success,NA,Ahmedabad,Android,408,False
UPI100003743,2025-10-30,13:05:26,SBI,Union Bank,Amazon Pay,P2P,2381.13,Success,NA,Ludhiana,Android,1510,False
UPI100003744,2025-08-24,08:19:29,Punjab National Bank,Yes Bank,Google Pay,P2M,573.05,Success,NA,Lucknow,iOS,729,True
UPI100003745,2025-09-27,04:57:54,IndusInd Bank,IndusInd Bank,Google Pay,P2M,401.11,Success,NA,Ludhiana,iOS,1327,True
UPI100003746,2025-08-11,01:17:57,Axis Bank,Bank of Baroda,Google Pay,Merchant Payment,134.83,Success,NA,Bengaluru,iOS,1358,False
UPI100003747,2025-01-23,20:29:01,HDFC,Axis Bank,CRED,Merchant Payment,6379.78,Success,NA,Ahmedabad,iOS,806,False
UPI100003748,2025-07-29,20:17:07,IDBI Bank,Union Bank,Paytm,Bill Payment,837.0,Reversed,Bank Server Down,Ludhiana,iOS,731,False
UPI100003749,2025-07-23,12:37:43,SBI,Yes Bank,BHIM,Bill Payment,159.41,Success,NA,Kolkata,iOS,207,False
UPI100003750,2025-12-08,12:05:20,Kotak Mahindra,HDFC,BHIM,Bill Payment,665.85,Failed,Bank Server Down,Kolkata,Android,1026,False
UPI100003751,2025-12-29,13:37:05,IDBI Bank,HDFC,Google Pay,P2P,34.16,Success,NA,Bengaluru,Android,262,False
UPI100003752,2025-11-16,10:34:45,Kotak Mahindra,Yes Bank,PhonePe,Merchant Payment,61.61,Success,NA,Jalandhar,iOS,1102,True
UPI100003753,2025-11-12,10:50:38,HDFC,Canara Bank,Amazon Pay,Merchant Payment,553.7,Success,NA,Hyderabad,Android,1217,False
UPI100003754,2025-01-26,11:41:48,IDBI Bank,IndusInd Bank,PhonePe,P2M,41.26,Success,NA,Bengaluru,iOS,458,True
UPI100003755,2025-05-21,10:01:09,Canara Bank,Bank of Baroda,CRED,P2M,379.71,Success,NA,Amritsar,iOS,777,False
UPI100003756,2025-07-11,17:14:18,Bank of Baroda,Axis Bank,Google Pay,Fund Transfer,475.23,Pending,NA,Bengaluru,Android,323,False
UPI100003757,2025-06-13,20:59:46,Yes Bank,Union Bank,PhonePe,Bill Payment,272.43,Success,NA,Pune,iOS,66,False
UPI100003758,2025-05-13,16:53:14,Axis Bank,SBI,BHIM,Fund Transfer,2814.93,Success,NA,Lucknow,iOS,693,False
UPI100003759,2025-05-01,01:10:37,IDBI Bank,IndusInd Bank,Paytm,P2P,784.89,Pending,NA,Amritsar,Android,972,False
UPI100003760,2025-12-07,09:17:42,HDFC,Axis Bank,PhonePe,P2P,1769.03,Success,NA,Patiala,iOS,1016,True
UPI100003761,2025-03-18,23:21:58,Bank of Baroda,HDFC,BHIM,P2M,156.0,Success,NA,Amritsar,iOS,843,False
UPI100003762,2025-10-25,19:56:50,IndusInd Bank,HDFC,Paytm,Recharge,2492.72,Success,NA,Pune,Android,651,True
UPI100003763,2025-08-14,22:19:33,Canara Bank,Yes Bank,Paytm,Recharge,4607.6,Failed,Daily Limit Exceeded,Ludhiana,iOS,1118,False
UPI100003764,2025-05-13,20:23:07,IndusInd Bank,IndusInd Bank,Amazon Pay,P2M,363.41,Success,NA,Bengaluru,iOS,617,False
UPI100003765,2025-11-15,03:41:47,SBI,Bank of Baroda,BHIM,P2P,647.34,Success,NA,Patiala,iOS,197,True
UPI100003766,2025-06-05,14:14:15,ICICI,Canara Bank,Amazon Pay,Merchant Payment,2829.19,Failed,Account Blocked/Frozen,Lucknow,Android,834,False
UPI100003767,2025-01-29,21:34:13,ICICI,Yes Bank,WhatsApp Pay,Bill Payment,2842.99,Success,NA,Jalandhar,Android,675,False
